Type,Mobility,Operator,Trace,Total host,Client,Algorithm,Port,Segment,RTT,Throughput,Packets,MOS,Stall Duration,Rep_level,Byte Size,Buffer level,Width,Height
4g,bus,Bm,1,1,1,conv,35084,10,6.899,2131046.3980628047,299,4.345,0,4281,3013081,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35088,11,8.374,1723332.1151652194,399,4.391,0,4281,4955911,59202,1920,1080
4g,bus,Bm,1,1,1,conv,35092,12,15.742,1698941.213081772,477,4.427,0,4281,5868640,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35096,13,6.331,2489190.901459236,497,4.457,0,4281,7130946,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35100,14,7.359,2538826.1889865496,391,4.484,0,4281,5015348,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35104,15,6.541,2998192.231111905,342,4.513,0,4281,5773028,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35108,16,2.574,2469447.5816546017,380,4.534,0,4281,5612575,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35112,17,0.051,1249646.2380136026,475,4.553,0,4281,4724519,59632,1920,1080
4g,bus,Bm,1,1,1,conv,35116,18,22.755,1217934.7693115785,339,4.569,0,4281,3932339,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35120,19,21.307,1429716.2014401604,662,4.586,0,4281,8094841,57869,1920,1080
4g,bus,Bm,1,1,1,conv,35124,20,7.089,1154789.377741334,517,4.617,0,4281,5825938,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35128,21,25.016,1679943.6875666732,362,4.635,0,4281,4004497,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35132,22,4.499,4376454.497744368,304,4.646,0,4281,7429905,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35136,23,0.048,4823096.795940324,211,4.657,0,4281,4177908,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35140,24,0.049,4055862.96343367,309,4.667,0,4281,4978217,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35144,25,0.058,3212966.70048908,350,4.676,0,4281,6088967,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35148,26,2.797,2183366.9815633097,537,4.685,0,4281,5502279,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35152,27,5.239,2587652.4213294033,409,4.692,0,4281,4792586,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35156,28,4.537,1458297.502136833,668,4.7,0,4281,7269652,57382,1920,1080
4g,bus,Bm,1,1,1,conv,35160,29,5.709,2027508.637265897,480,4.707,0,4281,5743267,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35164,30,7.2,1942024.8209104703,349,4.713,0,4281,3912788,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35168,31,0.011,1670283.1930937984,701,4.718999999999999,0,4281,7434132,58835,1920,1080
4g,bus,Bm,1,1,1,conv,35172,32,6.591,2076567.7309904743,353,4.725,0,4281,5982919,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35176,33,28.025,1207978.8054779107,548,4.73,0,4281,5753976,59168,1920,1080
4g,bus,Bm,1,1,1,conv,35180,34,14.559,1483134.9243934148,515,4.735,0,4281,5088976,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35184,35,11.913,2042817.3372320489,338,4.74,0,4281,4689673,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35188,36,14.159,2334902.2164436933,475,4.745,0,4281,7585424,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35192,37,5.017,1914038.8289128796,584,4.749,0,4281,6462240,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35196,38,15.901,1758689.3214556256,340,4.753,0,4281,4399321,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35200,39,11.565,1189358.0585869618,210,4.757,0,4281,2632739,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35204,40,9.833,1689780.1136935216,250,4.761,0,4281,2872119,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35208,41,16.242,1398543.6151964632,338,4.763999999999999,0,4281,3919848,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35214,42,16.468,1142174.8116137546,508,4.7669999999999995,0,4281,4981391,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35218,43,23.967,1120960.8865357751,836,4.771,0,4281,8408931,57365,1920,1080
4g,bus,Bm,1,1,1,conv,35222,44,13.982,2165678.489020689,644,4.774,0,4281,8918078,59954,1920,1080
4g,bus,Bm,1,1,1,conv,35226,45,7.036,2152892.513517423,511,4.777,0,4281,7158472,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35230,46,8.517,1812371.9759093542,231,4.78,0,4281,2396646,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35234,47,0.051,1673285.2223525306,454,4.782,0,4281,6219080,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35238,48,14.33,1830960.24130319,412,4.787,0,4281,5369509,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35242,49,17.231,1166633.9879671729,232,4.79,0,4281,2641585,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35246,50,0.01,985276.4380670752,382,4.792,0,4281,3001799,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35250,51,0.053,4089404.372073788,219,4.794,0,4281,3974811,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35254,52,27.85,1054908.0781821616,624,4.797,0,4281,6010291,56242,1920,1080
4g,bus,Bm,1,1,1,conv,35258,53,6.338,3721974.810983577,377,4.7989999999999995,0,4281,6027275,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35262,54,13.723,1418586.1190772203,519,4.801,0,4281,6451133,60000,1920,1080
4g,bus,Bm,1,1,1,conv,35266,55,10.822,895385.8088955077,935,4.803,0,4281,8000494,56526,1920,1080
4g,bus,Bm,1,1,1,conv,35270,56,20.467,1159959.1235945085,816,4.805,0,4281,8338140,55428,1920,1080
4g,bus,Bm,1,1,1,conv,35274,57,5.568,873591.4420991893,668,4.8069999999999995,0,4281,6172110,54291,1920,1080
4g,bus,Bm,1,1,1,conv,35278,58,13.137,441402.6823235737,648,4.808,0,4281,3509441,52243,1920,1080
4g,bus,Bm,1,1,1,conv,35282,59,0.011,721674.1851763123,878,4.81,0,4281,7452474,46789,1920,1080
4g,bus,Bm,1,1,1,conv,35286,60,14.849,357323.69600640994,1362,4.812,0,4281,8133626,29812,1920,1080
4g,bus,Bm,2,1,1,conv,35318,1,7.747,2290284.8175358,54,1.8780000000000001,0,237,361713,10000,320,180
4g,bus,Bm,2,1,1,conv,35322,2,6.531,2446955.4895342547,470,3.029,0,4281,5083188,20000,1920,1080
4g,bus,Bm,2,1,1,conv,35326,3,5.213,3611549.5699953237,302,3.448,0,4281,4255058,28236,1920,1080
4g,bus,Bm,2,1,1,conv,35330,4,1.924,4129436.2390411794,328,3.68,0,4281,6169161,36096,1920,1080
4g,bus,Bm,2,1,1,conv,35334,5,0.054,5797478.82780971,204,3.8280000000000003,0,4281,3033758,44864,1920,1080
4g,bus,Bm,2,1,1,conv,35338,6,3.958,4433477.043812011,321,3.932,0,4281,5893165,52763,1920,1080
4g,bus,Bm,2,1,1,conv,35342,7,6.459,3427657.145081452,217,4.016,0,4281,3169830,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35346,8,8.605,1689345.8141266068,508,4.095,0,4281,5664138,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35350,9,7.001,2875039.2754828576,536,4.148,0,4281,6688597,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35354,10,7.385,2124903.1268092105,333,4.345,0,4281,3013081,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35358,11,7.473,2078033.988927519,382,4.391,0,4281,4955911,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35362,12,18.885,1607333.982599093,568,4.427,0,4281,5868640,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35366,13,5.888,2853552.7500450173,546,4.457,0,4281,7130946,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35370,14,11.268,2354067.095685298,318,4.484,0,4281,5015348,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35374,15,6.404,2874866.857120947,460,4.513,0,4281,5773028,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35378,16,0.052,2913572.8405146217,506,4.534,0,4281,5612575,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35382,17,11.553,1277546.545097133,481,4.553,0,4281,4724519,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35386,18,13.026,1060746.829140136,444,4.569,0,4281,3932339,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35390,19,29.06,1312130.961110668,712,4.586,0,4281,8094841,57775,1920,1080
4g,bus,Bm,2,1,1,conv,35394,20,14.352,1307049.8628039854,534,4.617,0,4281,5825938,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35398,21,23.387,1525593.8514871288,304,4.635,0,4281,4004497,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35402,22,4.417,3833194.470597643,390,4.646,0,4281,7429905,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35406,23,2.199,4770799.934229457,360,4.657,0,4281,4177908,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35410,24,3.632,4662340.00968347,316,4.667,0,4281,4978217,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35414,25,0.049,3334796.676371172,290,4.676,0,4281,6088967,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35418,26,10.022,2304594.023179529,355,4.685,0,4281,5502279,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35422,27,9.872,2542686.2393497936,293,4.692,0,4281,4792586,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35426,28,7.767,1450729.2482341512,619,4.7,0,4281,7269652,58248,1920,1080
4g,bus,Bm,2,1,1,conv,35430,29,4.296,1908228.1677262962,420,4.707,0,4281,5743267,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35434,30,11.255,2175052.5140310708,282,4.713,0,4281,3912788,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35438,31,4.935,2182403.346543373,508,4.718999999999999,0,4281,7434132,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35442,32,21.06,1825628.1758163031,453,4.725,0,4281,5982919,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35446,33,20.063,990111.1074403372,637,4.73,0,4281,5753976,58691,1920,1080
4g,bus,Bm,2,1,1,conv,35452,34,7.295,1338615.6015549316,464,4.735,0,4281,5088976,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35456,35,0.05,2045745.4330684275,295,4.74,0,4281,4689673,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35460,36,11.858,2242020.8914233563,428,4.745,0,4281,7585424,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35464,37,5.245,2878107.426470359,398,4.749,0,4281,6462240,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35468,38,44.757,1464870.7717469188,379,4.753,0,4281,4399321,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35472,39,23.42,1178970.9542899593,237,4.757,0,4281,2632739,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35476,40,9.801,1641064.667458534,231,4.761,0,4281,2872119,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35480,41,18.751,1392461.5241983638,344,4.763999999999999,0,4281,3919848,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35484,42,14.787,1175054.6529806985,413,4.7669999999999995,0,4281,4981391,59100,1920,1080
4g,bus,Bm,2,1,1,conv,35488,43,8.547,1090361.8160275156,790,4.771,0,4281,8408931,58346,1920,1080
4g,bus,Bm,2,1,1,conv,35492,44,28.507,1702320.9798683238,719,4.774,0,4281,8918078,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35496,45,2.177,2075940.773881072,475,4.777,0,4281,7158472,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35500,46,15.45,1714654.539679542,237,4.78,0,4281,2396646,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35504,47,19.66,1778960.589353781,619,4.782,0,4281,6219080,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35508,48,14.253,1780241.654082243,366,4.787,0,4281,5369509,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35512,49,14.62,1125353.455407325,283,4.79,0,4281,2641585,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35516,50,35.331,660134.5678615989,438,4.792,0,4281,3001799,59948,1920,1080
4g,bus,Bm,2,1,1,conv,35520,51,29.571,2097838.0589236473,355,4.794,0,4281,3974811,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35524,52,14.369,1053783.2127985978,627,4.797,0,4281,6010291,56116,1920,1080
4g,bus,Bm,2,1,1,conv,35528,53,16.783,3356885.8346936307,467,4.7989999999999995,0,4281,6027275,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35532,54,8.871,1425615.2334146902,612,4.801,0,4281,6451133,60000,1920,1080
4g,bus,Bm,2,1,1,conv,35536,55,0.05,892226.7934823338,911,4.803,0,4281,8000494,56217,1920,1080
4g,bus,Bm,2,1,1,conv,35540,56,18.675,1157421.7636292316,859,4.805,0,4281,8338140,55121,1920,1080
4g,bus,Bm,2,1,1,conv,35544,57,6.63,873034.911721753,674,4.8069999999999995,0,4281,6172110,53992,1920,1080
4g,bus,Bm,2,1,1,conv,35548,58,17.241,414216.41031390795,666,4.808,0,4281,3509441,51562,1920,1080
4g,bus,Bm,2,1,1,conv,35552,59,0.009,973552.1374951366,852,4.81,0,4281,7452474,46873,1920,1080
4g,bus,Bm,2,1,1,conv,35556,60,27.17,519896.4437578357,1242,4.812,0,4281,8133626,37206,1920,1080
4g,bus,Bm,3,1,1,conv,35588,1,32.172,754133.8845179356,41,1.8780000000000001,0,237,361713,10000,320,180
4g,bus,Bm,3,1,1,conv,35592,2,10.867,708042.5877459946,632,3.029,0,4281,5083188,20000,1920,1080
4g,bus,Bm,3,1,1,conv,35596,3,23.051,1103075.6265532435,446,3.448,0,4281,4255058,25532,1920,1080
4g,bus,Bm,3,1,1,conv,35600,4,0.349,1418812.287631302,489,3.68,0,4281,6169161,30536,1920,1080
4g,bus,Bm,3,1,1,conv,35604,5,29.093,1525694.0589120341,271,3.8280000000000003,0,4281,3033758,37876,1920,1080
4g,bus,Bm,3,1,1,conv,35608,6,4.805,1348219.2695894071,505,3.932,0,4281,5893165,42735,1920,1080
4g,bus,Bm,3,1,1,conv,35612,7,20.124,1201329.018224262,305,4.016,0,4281,3169830,49278,1920,1080
4g,bus,Bm,3,1,1,conv,35616,8,45.414,836685.9433804939,727,4.095,0,4281,5664138,51641,1920,1080
4g,bus,Bm,3,1,1,conv,35620,9,13.983,674977.1764052215,892,4.148,0,4281,6688597,50683,1920,1080
4g,bus,Bm,3,1,1,conv,35624,10,24.486,653397.0921686395,463,4.345,0,4281,3013081,55076,1920,1080
4g,bus,Bm,3,1,1,conv,35628,11,17.401,568627.6017067997,729,4.391,0,4281,4955911,55187,1920,1080
4g,bus,Bm,3,1,1,conv,35632,12,0.009,813180.7029124426,743,4.427,0,4281,5868640,55861,1920,1080
4g,bus,Bm,3,1,1,conv,35636,13,0.01,736216.7090859517,1003,4.457,0,4281,7130946,53985,1920,1080
4g,bus,Bm,3,1,1,conv,35640,14,34.184,877171.9987617809,565,4.484,0,4281,5015348,57021,1920,1080
4g,bus,Bm,3,1,1,conv,35644,15,21.573,1024030.9469769264,593,4.513,0,4281,5773028,59945,1920,1080
4g,bus,Bm,3,1,1,conv,35648,16,46.372,900863.7397048214,630,4.534,0,4281,5612575,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35652,17,19.327,512676.3797248672,774,4.553,0,4281,4724519,57062,1920,1080
4g,bus,Bm,3,1,1,conv,35656,18,0.009,518663.1278128692,679,4.569,0,4281,3932339,57007,1920,1080
4g,bus,Bm,3,1,1,conv,35660,19,54.86,493364.95068889525,1378,4.586,0,4281,8094841,49013,1920,1080
4g,bus,Bm,3,1,1,conv,35666,20,11.525,922056.4416960428,578,4.617,0,4281,5825938,51039,1920,1080
4g,bus,Bm,3,1,1,conv,35670,21,27.911,876710.0316162927,513,4.635,0,4281,4004497,54806,1920,1080
4g,bus,Bm,3,1,1,conv,35674,22,25.127,614092.86227477,1099,4.646,0,4281,7429905,50946,1920,1080
4g,bus,Bm,3,1,1,conv,35678,23,37.033,827996.7753148291,472,4.657,0,4281,4177908,54061,1920,1080
4g,bus,Bm,3,1,1,conv,35682,24,48.624,272568.20991473284,1288,4.667,0,4281,4978217,43930,1920,1080
4g,bus,Bm,3,1,1,conv,35686,25,18.249,1659187.1628903116,444,4.676,0,4281,6088967,48343,1920,1080
4g,bus,Bm,3,1,1,conv,35690,26,4.333,2459575.822376067,294,4.685,0,4281,5502279,54108,1920,1080
4g,bus,Bm,3,1,1,conv,35694,27,6.323,1183515.6170710523,428,4.692,0,4281,4792586,57993,1920,1080
4g,bus,Bm,3,1,1,conv,35698,28,7.629,2110145.355773044,448,4.7,0,4281,7269652,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35702,29,26.562,967850.6641502121,570,4.707,0,4281,5743267,59484,1920,1080
4g,bus,Bm,3,1,1,conv,35706,30,19.593,1526420.086732204,353,4.713,0,4281,3912788,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35710,31,4.349,2007853.5876708482,598,4.718999999999999,0,4281,7434132,59314,1920,1080
4g,bus,Bm,3,1,1,conv,35714,32,4.235,2032311.7218731327,491,4.725,0,4281,5982919,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35718,33,4.848,2152217.5032680472,373,4.73,0,4281,5753976,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35722,34,13.717,1966132.018870104,360,4.735,0,4281,5088976,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35726,35,40.627,889194.9842245036,607,4.74,0,4281,4689673,58014,1920,1080
4g,bus,Bm,3,1,1,conv,35730,36,14.237,2173771.966901888,520,4.745,0,4281,7585424,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35734,37,10.944,2942547.9484239696,386,4.749,0,4281,6462240,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35738,38,12.733,1233630.902726858,425,4.753,0,4281,4399321,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35742,39,43.404,1170423.1406442884,212,4.757,0,4281,2632739,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35746,40,34.217,729062.2138957541,354,4.761,0,4281,2872119,58766,1920,1080
4g,bus,Bm,3,1,1,conv,35750,41,28.077,635111.0386723574,562,4.763999999999999,0,4281,3919848,59726,1920,1080
4g,bus,Bm,3,1,1,conv,35754,42,16.96,716413.754938847,645,4.7669999999999995,0,4281,4981391,59677,1920,1080
4g,bus,Bm,3,1,1,conv,35758,43,0.051,972837.4117937776,884,4.771,0,4281,8408931,57760,1920,1080
4g,bus,Bm,3,1,1,conv,35762,44,5.693,986011.4516286493,938,4.774,0,4281,8918078,55597,1920,1080
4g,bus,Bm,3,1,1,conv,35766,45,11.604,1056380.868057477,811,4.777,0,4281,7158472,55592,1920,1080
4g,bus,Bm,3,1,1,conv,35770,46,30.36,1037035.4506090152,249,4.78,0,4281,2396646,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35774,47,9.282,1995990.563237127,463,4.782,0,4281,6219080,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35778,48,12.941,1214154.4408598358,519,4.787,0,4281,5369509,58530,1920,1080
4g,bus,Bm,3,1,1,conv,35782,49,5.267,2946978.460522485,195,4.79,0,4281,2641585,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35786,50,10.29,1663066.1553785522,294,4.792,0,4281,3001799,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35790,51,3.695,1507030.6608771938,420,4.794,0,4281,3974811,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35794,52,5.445,2529367.6029713517,546,4.797,0,4281,6010291,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35798,53,5.095,2338613.368138677,431,4.7989999999999995,0,4281,6027275,60000,1920,1080
4g,bus,Bm,3,1,1,conv,35804,54,9.096,677106.3940548928,756,4.801,0,4281,6451133,53774,1920,1080
4g,bus,Bm,3,1,1,conv,35808,55,34.148,645622.3716452643,732,4.803,0,4281,8000494,47568,1920,1080
4g,bus,Bm,3,1,1,conv,35812,56,23.113,646564.017038519,685,4.805,0,4281,8338140,40956,1920,1080
4g,bus,Bm,3,1,1,conv,35816,57,22.999,645222.1395354088,535,4.8069999999999995,0,4281,6172110,37583,1920,1080
4g,bus,Bm,3,1,1,conv,35820,58,29.118,641374.9610067221,335,4.808,0,4281,3509441,38278,1920,1080
4g,bus,Bm,3,1,1,conv,35824,59,20.922,644254.7496364521,636,4.81,0,4281,7452474,32794,1920,1080
4g,bus,Bm,3,1,1,conv,35828,60,31.934,645120.8176227331,643,4.812,0,4281,8133626,26175,1920,1080
4g,train,Am,1,1,1,conv,35858,1,0.01,1246520.662494791,86,1.8780000000000001,0,237,361713,10000,320,180
4g,train,Am,1,1,1,conv,35886,14,20.049,161090.26434714207,1731,2.417,0,3011,3476678,17774,1280,720
4g,train,Am,1,1,1,conv,35890,15,58.553,76404.22485828317,2576,2.523,0,3831,5178687,20609,1920,1080
4g,train,Am,1,1,1,conv,35896,16,146.05,49434.11560085773,1246,2.571,0,4281,5612575,21413,1920,1080
4g,train,Am,1,1,1,conv,35900,17,68.723,135416.49874109286,902,2.6039999999999996,0,4281,4724519,22925,1920,1080
4g,train,Am,1,1,1,conv,35904,18,280.771,123459.59243180988,856,2.642,0,4281,3932339,26694,1920,1080
4g,train,Am,1,1,1,conv,35908,19,12.594,677036.4732516475,448,2.2230000000000003,109688,4281,8094841,10000,1920,1080
4g,train,Am,1,1,1,conv,35912,20,47.386,861355.117612813,390,1.778,504766,4281,5825938,10000,1920,1080
4g,train,Am,1,1,1,conv,35916,21,23.003,886011.6923367499,570,1.807,25117,3011,2855387,10000,1280,720
4g,train,Am,1,1,1,conv,35920,22,43.979,721264.8349339523,689,1.827,21967,2357,4246774,10000,1280,720
4g,train,Am,1,1,1,conv,35924,23,19.504,672063.8147443046,716,1.859,0,2357,2021021,16293,1280,720
4g,train,Am,1,1,1,conv,35928,24,10.794,844989.9945788302,420,1.899,0,3011,3337465,19533,1280,720
4g,train,Am,1,1,1,conv,35932,25,11.102,60070.4069890128,1490,1.864,20814,3831,5410850,10000,1920,1080
4g,train,Am,2,1,1,conv,36042,1,106.508,41724.94685757322,142,1.8780000000000001,0,237,361713,10000,320,180
4g,train,Am,2,1,1,conv,36046,2,25.074,216490.08958958925,89,1.8780000000000001,0,237,348932,20000,320,180
4g,train,Am,2,1,1,conv,36050,3,47.976,319814.960847973,72,1.8780000000000001,0,379,363563,28194,384,216
4g,train,Am,2,1,1,conv,36054,4,245.407,203314.62524042453,330,2.084,0,751,1108104,31861,512,288
4g,train,Am,2,1,1,conv,36058,5,68.961,353933.5054202297,127,2.108,0,751,697003,39159,512,288
4g,train,Am,2,1,1,conv,36062,6,64.378,166346.07779706342,326,2.265,0,1085,1199268,41079,640,360
4g,train,Am,2,1,1,conv,36066,7,0.01,987394.3854931372,93,2.3280000000000003,0,1085,659235,48617,640,360
4g,train,Am,2,1,1,conv,36070,8,27.479,931512.6507058943,126,2.4,0,1085,1328304,56300,640,360
4g,train,Am,2,1,1,conv,36074,9,64.523,461998.64108988026,603,2.665,0,2357,3719807,57286,1280,720
4g,train,Am,2,1,1,conv,36078,10,54.616,407425.67616732005,306,2.9410000000000003,0,2357,1645977,60000,1280,720
4g,train,Am,2,1,1,conv,36082,11,14.024,350810.4368926091,686,3.073,0,3011,3292607,57198,1280,720
4g,train,Am,2,1,1,conv,36086,12,20.28,720565.8188218425,449,3.161,0,2357,3273312,60000,1280,720
4g,train,Am,2,1,1,conv,36090,13,37.495,420926.2947703236,916,3.219,0,3011,4991481,55448,1280,720
4g,train,Am,2,1,1,conv,36094,14,41.953,392663.9030728925,669,3.275,0,3011,3476678,55342,1280,720
4g,train,Am,2,1,1,conv,36098,15,25.086,324227.78158917755,837,3.362,0,3011,3993713,51637,1280,720
4g,train,Am,2,1,1,conv,36102,16,34.113,454267.21906722226,658,3.407,0,3011,3864606,51743,1280,720
4g,train,Am,2,1,1,conv,36106,17,47.98,386003.6106508938,694,3.468,0,3011,3299992,51766,1280,720
4g,train,Am,2,1,1,conv,36110,18,30.737,273936.8123045249,487,3.502,0,3011,2803518,49991,1280,720
4g,train,Am,2,1,1,conv,36114,19,0.01,535818.8830587711,1003,3.557,0,3011,5749985,46729,1280,720
4g,train,Am,2,1,1,conv,36118,20,12.729,1727611.5757178748,358,3.59,0,3011,4066507,52766,1280,720
4g,train,Am,2,1,1,conv,36122,21,5.831,1734723.5187226697,348,3.615,0,4281,4004497,58787,1920,1080
4g,train,Am,2,1,1,conv,36126,22,3.026,2885352.915592283,462,3.656,0,4281,7429905,60000,1920,1080
4g,train,Am,2,1,1,conv,36130,23,11.062,2851570.839282448,302,3.697,0,4281,4177908,60000,1920,1080
4g,train,Am,2,1,1,conv,36134,24,4.856,2439415.4546621633,283,3.722,0,4281,4978217,60000,1920,1080
4g,train,Am,2,1,1,conv,36138,25,8.233,2333944.81347045,334,3.747,0,4281,6088967,60000,1920,1080
4g,train,Am,2,1,1,conv,36142,26,8.865,1886354.629613124,356,3.772,0,4281,5502279,60000,1920,1080
4g,train,Am,2,1,1,conv,36146,27,10.792,2360669.682348606,315,3.7939999999999996,0,4281,4792586,60000,1920,1080
4g,train,Am,2,1,1,conv,36150,28,10.011,2815926.327613588,458,3.818,0,4281,7269652,60000,1920,1080
4g,train,Am,2,1,1,conv,36154,29,13.305,1467955.5352109184,491,3.8480000000000003,0,4281,5743267,60000,1920,1080
4g,train,Am,2,1,1,conv,36158,30,17.077,1014959.2513241373,411,3.8689999999999998,0,4281,3912788,60000,1920,1080
4g,train,Am,2,1,1,conv,36162,31,0.009,119853.76221658905,2359,3.6,8013,4281,7434132,10000,1920,1080
4g,train,Am,2,1,1,conv,36166,32,57.047,720477.9147465022,768,3.426,686,4281,5982919,10000,1920,1080
4g,train,Am,2,1,1,conv,36172,33,15.961,1160344.3484896086,558,3.444,0,4281,5753976,12611,1920,1080
4g,train,Am,2,1,1,conv,36176,34,22.647,522015.6454905999,845,3.4739999999999998,0,4281,5088976,10403,1920,1080
4g,train,Am,2,1,1,conv,36180,35,30.494,158388.13434307685,1577,3.1430000000000002,21863,4281,4689673,10000,1920,1080
4g,train,Am,2,1,1,conv,36184,36,31.445,481427.5004924928,1343,2.989,8419,4281,7585424,10000,1920,1080
4g,train,Am,2,1,1,conv,36188,37,24.754,681283.1913216965,928,2.8560000000000003,2228,4281,6462240,10000,1920,1080
4g,train,Am,2,1,1,conv,36192,38,17.184,563663.5969881371,685,2.747,574,4281,4399321,10000,1920,1080
4g,train,Am,2,1,1,conv,36196,39,13.69,976821.9573880172,313,2.759,0,4281,2632739,14539,1920,1080
4g,train,Am,2,1,1,conv,36200,40,28.976,564620.020065985,516,2.792,0,4281,2872119,16588,1920,1080
