Type,Mobility,Operator,Trace,Total host,Client,Algorithm,Port,Segment,RTT,Throughput,Packets,MOS,Stall Duration,Rep_level,Byte Size,Buffer level,Width,Height
normal,static,controlled,0.375,1,1,conv,41618,30,254.663,38596.73134502392,82,1.875,0,237,232147,39887,320,180
normal,static,controlled,0.375,1,1,conv,41622,31,319.896,39632.39984566778,102,1.875,0,237,292220,39782,320,180
normal,static,controlled,0.375,1,1,conv,41626,32,192.212,40905.29260724639,143,1.875,0,237,408817,36976,320,180
normal,static,controlled,0.375,1,1,conv,41630,33,195.145,38888.486306866616,130,1.875,0,237,373288,34461,320,180
normal,static,controlled,0.375,1,1,conv,41634,34,192.845,40408.153176805485,117,1.875,0,237,334920,33236,320,180
normal,static,controlled,0.375,1,1,conv,41638,35,190.345,38480.34480333389,81,1.875,0,237,229023,34328,320,180
normal,static,controlled,0.375,1,1,conv,41644,36,193.397,40503.246690230364,128,1.875,0,237,364971,32194,320,180
normal,static,controlled,0.375,1,1,conv,41648,37,194.287,40319.645688377415,112,1.875,0,237,321395,31058,320,180
normal,static,controlled,0.375,1,1,conv,41652,38,256.349,38183.575097739085,81,1.875,0,237,215885,32270,320,180
normal,static,controlled,0.375,1,1,conv,41656,39,254.921,35984.16543869727,51,1.875,0,237,143854,35056,320,180
normal,static,controlled,0.375,1,1,conv,41660,40,269.048,36922.34533263589,62,1.875,0,237,174476,37111,320,180
normal,static,controlled,0.375,1,1,conv,41664,41,190.886,39903.801267617855,101,1.875,0,237,289129,36479,320,180
normal,static,controlled,0.375,1,1,conv,41668,42,322.055,39922.37133661929,112,1.875,0,237,320910,35151,320,180
normal,static,controlled,0.375,1,1,conv,41672,43,320.106,41409.719587577136,176,1.875,0,237,504807,29519,320,180
normal,static,controlled,0.375,1,1,conv,41676,44,262.548,41472.05645537761,162,1.875,0,237,465736,24791,320,180
normal,static,controlled,0.375,1,1,conv,41680,45,254.874,41379.62237443149,157,1.875,0,237,450666,20158,320,180
normal,static,controlled,0.375,1,1,conv,41684,46,192.29,37127.84373452954,62,1.875,0,237,175196,21794,320,180
normal,static,controlled,0.375,1,1,conv,41688,47,263.913,38151.923743544416,75,1.875,0,237,212305,22501,320,180
normal,static,controlled,0.375,1,1,conv,41692,48,189.846,38732.650376437115,82,1.875,0,237,232577,22681,320,180
normal,static,controlled,0.375,1,1,conv,41696,49,428.427,32899.30953903124,59,1.875,0,237,150768,24361,320,180
normal,static,controlled,0.375,1,1,conv,41700,50,159.588,35787.94654231544,55,1.875,0,237,154988,26097,320,180
normal,static,controlled,0.375,1,1,conv,41704,51,127.676,36543.36396151407,62,1.875,0,237,174634,27398,320,180
normal,static,controlled,0.375,1,1,conv,41708,52,158.632,37036.121129816565,93,1.875,0,237,264861,26199,320,180
normal,static,controlled,0.375,1,1,conv,41712,53,96.932,38843.11354609884,98,1.875,0,237,280094,24966,320,180
normal,static,controlled,0.375,1,1,conv,41716,54,128.053,40410.368921172965,131,1.875,0,237,374712,21571,320,180
normal,static,controlled,0.375,1,1,conv,41720,55,192.238,42274.06687169863,220,1.875,0,237,633418,12285,320,180
normal,static,controlled,0.375,1,1,conv,41724,56,193.707,41732.529825053156,190,1.7890000000000001,5015,237,546780,10000,320,180
normal,static,controlled,0.375,1,1,conv,41728,57,161.288,37468.76975694944,103,1.7209999999999999,2111,237,293673,10000,320,180
normal,static,controlled,0.375,1,1,conv,41732,58,157.841,36951.5133529648,67,1.722,0,237,188668,10557,320,180
normal,static,controlled,0.375,1,1,conv,41736,59,129.12,40538.140116483635,133,1.669,3346,237,380896,10000,320,180
normal,static,controlled,0.375,1,1,conv,41740,60,256.445,39551.03756162631,154,1.594,5286,237,421488,10000,320,180
normal,static,controlled,0.5,1,1,conv,41772,1,113.81,51940.54482637381,133,1.8780000000000001,0,237,361713,10000,320,180
normal,static,controlled,0.5,1,1,conv,41776,2,187.341,56353.257433859435,207,1.881,0,379,566813,20000,384,216
normal,static,controlled,0.5,1,1,conv,41780,3,113.651,51830.85507817313,134,1.879,0,379,363563,22080,384,216
normal,static,controlled,0.5,1,1,conv,41784,4,162.453,56334.25302618126,194,1.89,0,379,558632,21232,384,216
normal,static,controlled,0.5,1,1,conv,41788,5,164.61,54449.48839680576,138,1.8880000000000001,0,379,373620,23384,384,216
normal,static,controlled,0.5,1,1,conv,41792,6,240.394,55593.006888969365,167,1.902,0,379,478828,23669,384,216
normal,static,controlled,0.5,1,1,conv,41796,7,117.598,49542.67694041512,101,1.902,0,379,271013,27062,384,216
normal,static,controlled,0.5,1,1,conv,41800,8,333.435,55035.11730836777,180,1.8940000000000001,0,379,493031,27071,384,216
normal,static,controlled,0.5,1,1,conv,41804,9,166.717,56429.0978673755,207,1.895,0,379,595525,25270,384,216
normal,static,controlled,0.5,1,1,conv,41808,10,239.13,51678.689706279874,79,1.903,0,379,224607,29610,384,216
normal,static,controlled,0.5,1,1,conv,41812,11,237.637,54481.074652486015,138,1.902,0,379,395619,31031,384,216
normal,static,controlled,0.5,1,1,conv,41816,12,142.808,56147.87780242309,203,1.892,0,379,584322,29217,384,216
normal,static,controlled,0.5,1,1,conv,41820,13,88.387,55401.51110846562,229,1.893,0,379,627100,26368,384,216
normal,static,controlled,0.5,1,1,conv,41824,14,165.496,55132.58544694927,142,1.892,0,379,407884,27208,384,216
normal,static,controlled,0.5,1,1,conv,41828,15,238.534,55806.45132803538,176,1.892,0,379,505333,26405,384,216
normal,static,controlled,0.5,1,1,conv,41832,16,190.843,55885.57090326599,179,1.892,0,379,514446,25470,384,216
normal,static,controlled,0.5,1,1,conv,41836,17,167.011,54880.620559656796,147,1.892,0,379,419932,25977,384,216
normal,static,controlled,0.5,1,1,conv,41840,18,192.364,54160.352741176575,131,1.8769999999999998,0,379,375204,27242,384,216
normal,static,controlled,0.5,1,1,conv,41844,19,192.184,57021.0755583099,264,1.879,0,379,760882,22074,384,216
normal,static,controlled,0.5,1,1,conv,41848,20,192.171,55954.94111844247,180,1.879,0,379,518102,20868,384,216
normal,static,controlled,0.5,1,1,conv,41852,21,240.44,54466.49045303816,125,1.8780000000000001,0,379,358717,22343,384,216
normal,static,controlled,0.5,1,1,conv,41856,22,240.789,56773.870458472215,256,1.879,0,379,735767,17331,384,216
normal,static,controlled,0.5,1,1,conv,41860,23,191.053,52877.998814915394,93,1.879,0,379,266156,20229,384,216
normal,static,controlled,0.5,1,1,conv,41864,24,166.85,54544.067992569435,132,1.8780000000000001,0,379,378136,21143,384,216
normal,static,controlled,0.5,1,1,conv,41868,25,189.66,55878.55265968615,181,1.8780000000000001,0,379,520594,19488,384,216
normal,static,controlled,0.5,1,1,conv,41872,26,192.829,56193.15502143961,204,1.8869999999999998,0,379,586107,16680,384,216
normal,static,controlled,0.5,1,1,conv,41876,27,241.293,54514.62485342839,130,1.8869999999999998,0,379,372685,17432,384,216
normal,static,controlled,0.5,1,1,conv,41882,28,169.981,56213.27909928711,199,1.8869999999999998,0,379,573138,14814,384,216
normal,static,controlled,0.5,1,1,conv,41886,29,313.404,53598.14637404019,149,1.886,0,379,426428,14579,384,216
normal,static,controlled,0.5,1,1,conv,41890,30,188.152,54021.12500820544,124,1.8780000000000001,0,379,353644,15518,384,216
normal,static,controlled,0.5,1,1,conv,41894,31,118.065,54389.145799689,174,1.8780000000000001,0,379,499270,13482,384,216
normal,static,controlled,0.5,1,1,conv,41898,32,169.764,56457.25946440166,222,1.797,451,379,638876,10000,384,216
normal,static,controlled,0.5,1,1,conv,41902,33,235.824,56276.38256413016,205,1.733,3288,379,589923,10000,384,216
normal,static,controlled,0.5,1,1,conv,41906,34,190.823,55689.80519565391,181,1.68,2245,379,519596,10000,384,216
normal,static,controlled,0.5,1,1,conv,41910,35,191.532,54536.72023839163,132,1.689,0,379,378729,10064,384,216
normal,static,controlled,0.5,1,1,conv,41914,36,189.189,56316.862964939675,215,1.631,3817,379,617800,10000,384,216
normal,static,controlled,0.5,1,1,conv,41918,37,242.251,54774.02896824309,186,1.5759999999999998,2668,379,535366,10000,384,216
normal,static,controlled,0.5,1,1,conv,41922,38,240.259,54255.85248264045,124,1.54,450,379,354965,10000,384,216
normal,static,controlled,0.5,1,1,conv,41926,39,193.806,52097.6443000646,76,1.54,0,379,214371,12553,384,216
normal,static,controlled,0.5,1,1,conv,41930,40,191.051,52414.980680761604,91,1.54,0,379,258810,14384,384,216
normal,static,controlled,0.5,1,1,conv,41934,41,99.541,54637.18871968409,151,1.544,0,379,433712,13306,384,216
normal,static,controlled,0.5,1,1,conv,41938,42,117.748,53844.41195885165,177,1.544,0,379,509104,10512,384,216
normal,static,controlled,0.5,1,1,conv,41942,43,8.742,55699.55600675723,278,1.4909999999999999,6659,379,785144,10000,384,216
normal,static,controlled,0.5,1,1,conv,41946,44,315.563,55523.707611315986,266,1.453,6875,379,759512,10000,384,216
normal,static,controlled,0.5,1,1,conv,41950,45,191.055,56623.54256197925,243,1.425,5823,379,698549,10000,384,216
normal,static,controlled,0.5,1,1,conv,41954,46,192.098,52572.06403925965,96,1.426,0,379,272265,11287,384,216
normal,static,controlled,0.5,1,1,conv,41958,47,237.929,53833.87750044414,126,1.4269999999999998,0,379,360373,11040,384,216
normal,static,controlled,0.5,1,1,conv,41962,48,240.433,54644.21651583043,133,1.43,0,379,381458,10368,384,216
normal,static,controlled,0.5,1,1,conv,41966,49,189.496,51834.34964158441,87,1.43,0,379,246247,11838,384,216
normal,static,controlled,0.5,1,1,conv,41970,50,195.043,51930.91641982083,91,1.43,0,379,244429,13271,384,216
normal,static,controlled,0.5,1,1,conv,41974,51,93.596,51384.25555777738,107,1.431,0,379,304540,13422,384,216
normal,static,controlled,0.5,1,1,conv,41978,52,118.972,53951.244344605286,161,1.431,0,379,461431,10767,384,216
normal,static,controlled,0.5,1,1,conv,41982,53,239.533,55509.16400012196,166,1.403,1733,379,476796,10000,384,216
normal,static,controlled,0.5,1,1,conv,41988,54,191.889,56202.13052218668,208,1.381,4601,379,597753,10000,384,216
normal,static,controlled,0.5,1,1,conv,41992,55,191.014,57536.633295258376,350,1.36,11605,379,1010024,10000,384,216
normal,static,controlled,0.5,1,1,conv,41996,56,236.788,57442.676040538376,324,1.3419999999999999,10556,379,935328,10000,384,216
normal,static,controlled,0.5,1,1,conv,42000,57,192.115,55933.26020547874,183,1.327,3624,379,526976,10000,384,216
normal,static,controlled,0.5,1,1,conv,42004,58,190.865,52933.74839858031,99,1.328,0,379,282267,10430,384,216
normal,static,controlled,0.5,1,1,conv,42008,59,190.787,56282.454343785066,215,1.314,4976,379,617869,10000,384,216
normal,static,controlled,0.5,1,1,conv,42012,60,196.312,56639.223344538506,238,1.301,6362,379,685385,10000,384,216
normal,static,controlled,1.0,1,1,conv,42038,1,92.177,110080.3698381198,104,1.8780000000000001,0,237,361713,10000,320,180
normal,static,controlled,1.0,1,1,conv,42042,2,154.666,116753.43050275196,306,2.145,0,751,1177979,20000,512,288
normal,static,controlled,1.0,1,1,conv,42046,3,93.345,114572.14098511414,178,2.16,0,751,739055,22857,512,288
normal,static,controlled,1.0,1,1,conv,42050,4,91.762,116352.37028240484,241,2.217,0,751,1108104,22565,512,288
normal,static,controlled,1.0,1,1,conv,42054,5,115.878,113696.36212930408,173,2.207,0,751,697003,25630,512,288
normal,static,controlled,1.0,1,1,conv,42058,6,139.589,114956.10165802596,231,2.219,0,751,861234,27226,512,288
normal,static,controlled,1.0,1,1,conv,42062,7,93.463,111731.38456375449,125,2.201,0,751,482532,31966,512,288
normal,static,controlled,1.0,1,1,conv,42066,8,118.107,114943.92096704355,226,2.221,0,751,957294,32546,512,288
normal,static,controlled,1.0,1,1,conv,42072,9,94.492,116368.09911469945,270,2.239,0,751,1213563,31004,512,288
normal,static,controlled,1.0,1,1,conv,42076,10,94.225,111094.18009742463,121,2.224,0,751,453255,35780,512,288
normal,static,controlled,1.0,1,1,conv,42080,11,42.831,113478.19330481565,162,2.231,0,751,773099,37723,512,288
normal,static,controlled,1.0,1,1,conv,42084,12,94.003,116105.08575427587,279,2.237,0,751,1098732,37019,512,288
normal,static,controlled,1.0,1,1,conv,42088,13,94.031,116188.40746664775,285,2.263,0,751,1258498,34765,512,288
normal,static,controlled,1.0,1,1,conv,42092,14,140.868,114311.9078137468,207,2.259,0,751,829086,36123,512,288
normal,static,controlled,1.0,1,1,conv,42096,15,117.788,115261.75631564455,241,2.271,0,751,1002419,35088,512,288
normal,static,controlled,1.0,1,1,conv,42100,16,117.921,115105.30293485006,255,2.274,0,751,1021124,34724,512,288
normal,static,controlled,1.0,1,1,conv,42104,17,91.858,115272.84531471005,202,2.272,0,751,831790,35738,512,288
normal,static,controlled,1.0,1,1,conv,42108,18,113.826,113844.66309637025,181,2.254,0,751,721860,37634,512,288
normal,static,controlled,1.0,1,1,conv,42112,19,92.851,117022.35208081178,348,2.2680000000000002,0,751,1504580,33001,512,288
normal,static,controlled,1.0,1,1,conv,42116,20,116.466,115709.34227815455,253,2.291,0,751,1020574,32331,512,288
normal,static,controlled,1.0,1,1,conv,42120,21,95.263,113767.80071238586,169,2.286,0,751,716094,34200,512,288
normal,static,controlled,1.0,1,1,conv,42124,22,141.99,116471.49112847866,299,2.295,0,751,1425736,30115,512,288
normal,static,controlled,1.0,1,1,conv,42128,23,117.133,112539.42159607926,148,2.286,0,751,545858,33295,512,288
normal,static,controlled,1.0,1,1,conv,42132,24,92.797,114929.11883509268,199,2.2840000000000003,0,751,770331,34555,512,288
normal,static,controlled,1.0,1,1,conv,42136,25,158.42,113994.57668505039,347,2.2880000000000003,0,751,1108631,32882,512,288
normal,static,controlled,1.0,1,1,conv,42140,26,93.746,115903.13624425653,259,2.292,0,751,1139718,30918,512,288
normal,static,controlled,1.0,1,1,conv,42144,27,93.579,114551.56438182508,183,2.289,0,751,759543,32121,512,288
normal,static,controlled,1.0,1,1,conv,42148,28,116.946,115713.1492716348,247,2.293,0,751,1153984,29961,512,288
normal,static,controlled,1.0,1,1,conv,42152,29,116.522,115129.61018062365,223,2.292,0,751,884642,29957,512,288
normal,static,controlled,1.0,1,1,conv,42156,30,117.966,113869.86856734384,168,2.289,0,751,701956,31475,512,288
normal,static,controlled,1.0,1,1,conv,42160,31,117.062,115430.08660348447,254,2.292,0,751,1081483,29648,512,288
normal,static,controlled,1.0,1,1,conv,42164,32,117.488,115930.80986719733,307,2.296,0,751,1228094,26564,512,288
normal,static,controlled,1.0,1,1,conv,42168,33,44.72,115060.69763966721,252,2.298,0,751,1137054,24155,512,288
normal,static,controlled,1.0,1,1,conv,42172,34,117.63,114991.3641856999,255,2.298,0,751,993989,22909,512,288
normal,static,controlled,1.0,1,1,conv,42176,35,143.193,114168.96342059244,215,2.296,0,751,814132,23118,512,288
normal,static,controlled,1.0,1,1,conv,42180,36,117.789,116003.93014394245,291,2.3,0,751,1303577,19103,512,288
normal,static,controlled,1.0,1,1,conv,42186,37,118.549,116091.51286620929,285,2.301,0,751,1134659,16521,512,288
normal,static,controlled,1.0,1,1,conv,42190,38,92.557,113727.44998339466,175,2.298,0,751,716852,17282,512,288
normal,static,controlled,1.0,1,1,conv,42194,39,93.102,111534.20533882793,109,2.289,0,751,412306,20587,512,288
normal,static,controlled,1.0,1,1,conv,42198,40,116.516,110924.79718107203,123,2.2840000000000003,0,751,481295,23239,512,288
normal,static,controlled,1.0,1,1,conv,42202,41,93.443,114479.05218482307,204,2.2840000000000003,0,751,772154,23437,512,288
normal,static,controlled,1.0,1,1,conv,42206,42,116.731,115109.77057691314,235,2.287,0,751,998753,21567,512,288
normal,static,controlled,1.0,1,1,conv,42210,43,116.755,116768.41355130025,378,2.293,0,751,1524296,15329,512,288
normal,static,controlled,1.0,1,1,conv,42214,44,118.444,116840.95218604484,322,2.1790000000000003,1010,751,1531561,10000,512,288
normal,static,controlled,1.0,1,1,conv,42218,45,118.052,116365.19524421131,287,2.083,4988,751,1364588,10000,512,288
normal,static,controlled,1.0,1,1,conv,42222,46,118.211,111670.80219114533,128,2.08,0,751,517781,12049,512,288
normal,static,controlled,1.0,1,1,conv,42226,47,93.492,113991.52222144164,196,2.079,0,751,736452,12157,512,288
normal,static,controlled,1.0,1,1,conv,42230,48,160.046,112365.12978532279,263,2.088,0,751,820988,11442,512,288
normal,static,controlled,1.0,1,1,conv,42234,49,93.798,111885.06834144783,132,2.085,0,751,508267,13417,512,288
normal,static,controlled,1.0,1,1,conv,42238,50,143.358,110792.40305604118,105,2.082,0,751,502411,15329,512,288
normal,static,controlled,1.0,1,1,conv,42242,51,93.532,113693.37773250125,179,2.082,0,751,709913,15376,512,288
normal,static,controlled,1.0,1,1,conv,42246,52,94.522,115358.46288191319,275,2.084,0,751,1057396,12480,512,288
normal,static,controlled,1.0,1,1,conv,42250,53,190.58,114670.41989011393,271,1.985,621,751,1086142,10000,512,288
normal,static,controlled,1.0,1,1,conv,42254,54,93.596,115944.86593340745,262,1.9180000000000001,3239,751,1092593,10000,512,288
normal,static,controlled,1.0,1,1,conv,42258,55,141.682,116939.45923264405,431,1.817,9194,751,1781700,10000,512,288
normal,static,controlled,1.0,1,1,conv,42262,56,92.286,117178.28903269893,383,1.7590000000000001,8550,751,1698805,10000,512,288
normal,static,controlled,1.0,1,1,conv,42266,57,118.05,115441.14295697115,256,1.71,3187,751,1061018,10000,512,288
normal,static,controlled,1.0,1,1,conv,42270,58,118.173,112264.90888782703,144,1.709,0,751,521123,11337,512,288
normal,static,controlled,1.0,1,1,conv,42274,59,120.069,115315.78469050225,278,1.6640000000000001,2408,751,1111309,10000,512,288
normal,static,controlled,1.0,1,1,conv,42278,60,117.853,115968.93715981714,261,1.6230000000000002,5479,751,1290281,10000,512,288
normal,static,controlled,2.0,1,1,conv,42302,1,66.783,221584.01815106254,65,1.8780000000000001,0,237,361713,10000,320,180
normal,static,controlled,2.0,1,1,conv,42306,2,66.987,234129.9652657316,238,2.407,0,1085,1529691,20000,640,360
normal,static,controlled,2.0,1,1,conv,42310,3,79.026,231988.72011792604,160,2.503,0,1085,995200,25067,640,360
normal,static,controlled,2.0,1,1,conv,42314,4,68.765,235510.48502868414,229,2.6060000000000003,0,1085,1514485,27886,640,360
normal,static,controlled,2.0,1,1,conv,42318,5,68.443,231392.6184294196,162,2.6069999999999998,0,1085,1006289,32763,640,360
normal,static,controlled,2.0,1,1,conv,42322,6,81.503,232142.56338579327,208,2.638,0,1085,1199268,36781,640,360
normal,static,controlled,2.0,1,1,conv,42326,7,68.421,228220.51069970737,116,2.633,0,1085,659235,42968,640,360
normal,static,controlled,2.0,1,1,conv,42330,8,45.281,233420.38608692717,225,2.675,0,1085,1328304,46312,640,360
normal,static,controlled,2.0,1,1,conv,42334,9,5.976,230986.7326247466,306,2.714,0,1085,1717354,47914,640,360
normal,static,controlled,2.0,1,1,conv,42338,10,18.522,226495.81664986012,130,2.7310000000000003,0,1085,643961,53937,640,360
normal,static,controlled,2.0,1,1,conv,42342,11,79.189,232511.40273538328,190,2.745,0,1085,1095529,58101,640,360
normal,static,controlled,2.0,1,1,conv,42346,12,80.513,233741.79340798824,226,2.7560000000000002,0,1085,1506876,60000,640,360
normal,static,controlled,2.0,1,1,conv,42350,13,81.384,234853.56164243614,279,2.785,0,1085,1769929,60000,640,360
normal,static,controlled,2.0,1,1,conv,42354,14,69.169,233187.44519774037,203,2.782,0,1085,1175505,60000,640,360
normal,static,controlled,2.0,1,1,conv,42358,15,69.368,233774.73353291448,218,2.795,0,1085,1391390,59921,640,360
normal,static,controlled,2.0,1,1,conv,42362,16,24.616,233040.1792945192,261,2.799,0,1085,1375236,60000,640,360
normal,static,controlled,2.0,1,1,conv,42366,17,69.09,233253.58972387237,176,2.798,0,1085,1155461,60000,640,360
normal,static,controlled,2.0,1,1,conv,42370,18,81.697,231130.29005664945,160,2.792,0,1085,1020758,60000,640,360
normal,static,controlled,2.0,1,1,conv,42374,19,69.515,235011.79786253677,334,2.827,0,1085,2083791,56377,640,360
normal,static,controlled,2.0,1,1,conv,42378,20,81.249,235689.73921629303,355,2.8689999999999998,0,1815,2383002,54519,736,414
normal,static,controlled,2.0,1,1,conv,42384,21,69.269,234376.14359099048,266,2.895,0,1815,1700199,55450,736,414
normal,static,controlled,2.0,1,1,conv,42388,22,69.045,236645.77733586647,464,2.9360000000000004,0,1815,3208284,50024,736,414
normal,static,controlled,2.0,1,1,conv,42392,23,68.984,233653.10298895766,233,2.947,0,1815,1350801,52356,736,414
normal,static,controlled,2.0,1,1,conv,42396,24,69.074,235322.05974605095,284,2.971,0,1815,1857024,52511,736,414
normal,static,controlled,2.0,1,1,conv,42400,25,68.149,236401.78300088862,432,2.9939999999999998,0,1815,2667945,49222,736,414
normal,static,controlled,2.0,1,1,conv,42404,26,69.852,236096.16611485265,375,3.009,0,1815,2492955,46587,736,414
normal,static,controlled,2.0,1,1,conv,42408,27,69.226,235178.47593273237,268,3.017,0,1815,1827457,46661,736,414
normal,static,controlled,2.0,1,1,conv,42412,28,75.852,234753.46321031929,435,3.031,0,1815,2763938,42750,736,414
normal,static,controlled,2.0,1,1,conv,42416,29,69.157,235145.1830492368,319,3.0389999999999997,0,1815,2191124,41151,736,414
normal,static,controlled,2.0,1,1,conv,42420,30,84.477,231036.78380637986,315,3.0580000000000003,0,1815,1620798,41968,736,414
normal,static,controlled,2.0,1,1,conv,42424,31,93.274,235893.67895213,432,3.097,0,1815,2830418,37604,736,414
normal,static,controlled,2.0,1,1,conv,42428,32,81.285,236089.7877874277,385,3.1060000000000003,0,1815,2645960,33972,736,414
normal,static,controlled,2.0,1,1,conv,42432,33,20.782,235113.35285782328,527,3.123,0,1815,2523130,30672,736,414
normal,static,controlled,2.0,1,1,conv,42436,34,68.945,235185.92700116703,368,3.1289999999999996,0,1815,2221409,28594,736,414
normal,static,controlled,2.0,1,1,conv,42440,35,81.106,235266.6036439648,343,3.133,0,1815,2003176,27423,736,414
normal,static,controlled,2.0,1,1,conv,42444,36,69.255,236783.8706910839,556,3.142,0,1815,3268654,20874,736,414
normal,static,controlled,2.0,1,1,conv,42448,37,80.465,235959.70917476926,424,3.1489999999999996,0,1815,2780353,16304,736,414
normal,static,controlled,2.0,1,1,conv,42452,38,81.176,234177.3353593019,301,3.1489999999999996,0,1815,1751162,16017,736,414
normal,static,controlled,2.0,1,1,conv,42456,39,81.137,230904.31652730922,150,3.141,0,1815,922019,19011,736,414
normal,static,controlled,2.0,1,1,conv,42460,40,69.135,233034.02983440558,152,3.138,0,1815,1055515,21526,736,414
normal,static,controlled,2.0,1,1,conv,42464,41,81.319,234022.9784233093,268,3.141,0,1815,1611203,21545,736,414
normal,static,controlled,2.0,1,1,conv,42468,42,67.679,235529.6706198809,380,3.147,0,1815,2222261,18802,736,414
normal,static,controlled,2.0,1,1,conv,42472,43,69.208,236635.67408807282,562,3.157,0,1815,3468743,10875,736,414
normal,static,controlled,2.0,1,1,conv,42476,44,81.065,236608.19939019557,530,2.9360000000000004,8067,1815,3702911,10000,736,414
normal,static,controlled,2.0,1,1,conv,42480,45,69.22,236314.6677481825,480,2.7739999999999996,6202,1815,3063481,10000,736,414
normal,static,controlled,2.0,1,1,conv,42486,46,81.745,230984.5545888411,189,2.7739999999999996,0,1815,1086040,11995,736,414
normal,static,controlled,2.0,1,1,conv,42490,47,69.492,235179.67254337715,328,2.63,87,1815,2062951,10000,736,414
normal,static,controlled,2.0,1,1,conv,42494,48,93.446,234878.82070944321,313,2.489,2005,1815,2036786,10000,736,414
normal,static,controlled,2.0,1,1,conv,42498,49,81.436,232564.11898519183,212,2.489,0,1815,1227195,11274,736,414
normal,static,controlled,2.0,1,1,conv,42502,50,69.056,233433.538125514,186,2.492,0,1815,1176905,12732,736,414
normal,static,controlled,2.0,1,1,conv,42506,51,81.326,234582.2508431907,253,2.505,0,1815,1690444,12038,736,414
normal,static,controlled,2.0,1,1,conv,42510,52,69.466,235759.36236792672,424,2.381,2046,1815,2482844,10000,736,414
normal,static,controlled,2.0,1,1,conv,42514,53,81.543,235875.36985241878,421,2.282,4812,1815,2622544,10000,736,414
normal,static,controlled,2.0,1,1,conv,42518,54,69.228,236125.6323441545,506,2.205,6281,1815,2963742,10000,736,414
normal,static,controlled,2.0,1,1,conv,42522,55,82.312,236967.8702774975,761,2.1109999999999998,13515,1815,4681594,10000,736,414
normal,static,controlled,2.0,1,1,conv,42526,56,81.581,237007.52129231766,615,2.037,12120,1815,4316037,10000,736,414
normal,static,controlled,2.0,1,1,conv,42530,57,81.442,236771.66864084013,560,1.9680000000000002,8929,1815,3543842,10000,736,414
normal,static,controlled,2.0,1,1,conv,42534,58,81.407,230972.56401262863,185,1.969,0,1815,1061959,11353,736,414
normal,static,controlled,2.0,1,1,conv,42538,59,81.469,236789.01680690268,580,1.921,8690,1815,3802510,10000,736,414
normal,static,controlled,2.0,1,1,conv,42542,60,68.964,237293.8954458052,660,1.883,13449,1815,4585312,10000,736,414
normal,static,controlled,3.0,1,1,conv,42566,1,44.341,331755.53543079016,52,1.8780000000000001,0,237,361713,10000,320,180
normal,static,controlled,3.0,1,1,conv,42570,2,52.416,355359.0085190644,382,3.034,0,2357,3312652,20000,1280,720
normal,static,controlled,3.0,1,1,conv,42574,3,53.048,353695.2556354104,253,3.4539999999999997,0,2357,2004739,23718,1280,720
normal,static,controlled,3.0,1,1,conv,42578,4,44.489,354778.7336522081,360,3.667,0,2357,3237948,23852,1280,720
normal,static,controlled,3.0,1,1,conv,42582,5,44.397,352954.7100399467,235,3.7969999999999997,0,2357,1839178,27891,1280,720
normal,static,controlled,3.0,1,1,conv,42586,6,64.527,355385.2762182583,395,3.886,0,2357,3174351,28168,1280,720
normal,static,controlled,3.0,1,1,conv,42590,7,44.912,352718.7982814817,190,3.95,0,2357,1632548,32689,1280,720
normal,static,controlled,3.0,1,1,conv,42594,8,52.44,354671.5117955817,407,4.018,0,2357,3074245,33063,1280,720
normal,static,controlled,3.0,1,1,conv,42598,9,52.444,355583.05034295784,429,4.069,0,2357,3719807,31600,1280,720
normal,static,controlled,3.0,1,1,conv,42602,10,52.344,351637.91783144075,187,4.226,0,2357,1645977,35895,1280,720
normal,static,controlled,3.0,1,1,conv,42606,11,53.053,354135.6639395161,324,4.261,0,2357,2600349,37420,1280,720
normal,static,controlled,3.0,1,1,conv,42610,12,53.175,355008.3152451221,409,4.2989999999999995,0,2357,3273312,37054,1280,720
normal,static,controlled,3.0,1,1,conv,42614,13,53.172,355312.2507552787,414,4.33,0,2357,3867486,34955,1280,720
normal,static,controlled,3.0,1,1,conv,42618,14,53.124,355237.6128811969,259,4.349,0,2357,2712060,35998,1280,720
normal,static,controlled,3.0,1,1,conv,42622,15,53.094,355278.44892538484,411,4.375,0,2357,3146818,35815,1280,720
normal,static,controlled,3.0,1,1,conv,42626,16,52.844,355284.66473512346,391,4.393,0,2357,3056338,35796,1280,720
normal,static,controlled,3.0,1,1,conv,42630,17,53.435,353443.21184378216,299,4.4110000000000005,0,2357,2579182,37060,1280,720
normal,static,controlled,3.0,1,1,conv,42634,18,53.115,352864.2212483111,247,4.428999999999999,0,2357,2189939,39345,1280,720
normal,static,controlled,3.0,1,1,conv,42638,19,53.143,355781.2744286895,585,4.458,0,2357,4566978,34954,1280,720
normal,static,controlled,3.0,1,1,conv,42642,20,53.18,355660.5594941392,269,4.48,0,2357,3166503,34304,1280,720
normal,static,controlled,3.0,1,1,conv,42646,21,53.054,352944.9331515989,258,4.485,0,2357,2210393,36320,1280,720
normal,static,controlled,3.0,1,1,conv,42650,22,52.859,355597.105621408,426,4.5,0,2357,4246774,32552,1280,720
normal,static,controlled,3.0,1,1,conv,42654,23,53.082,353056.2548766401,233,4.502,0,2357,2021021,34979,1280,720
normal,static,controlled,3.0,1,1,conv,42658,24,52.354,353663.6965232789,300,4.5089999999999995,0,2357,2600963,35541,1280,720
